fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,q_max,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,np_001,ta_min,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,q_mar,inso,p_sol,evap,nw_55,w_racha,nw_91,w_rec,ts_20,ts_10,ts_50,glo
1971-8,3129,2.6(29),1.0,44.0,0.0,0.0,957.7(28),948.7,13.8,36.6(13),19.2,18.0,0.0,13.0,0.0,14.0,1.0,9.0(20),127.0,0.0,0.0,2.6,2.0,0.0,11.0,0.0,24.7,0.0,22.3,30.8,0.0,942.4(06),1.0,1013.5,10.7,78.0,3465.0,1.0,05/15.8(31),0.0,,,,,
1971-9,3129,6.4(08),0.0,47.0,0.0,0.0,956.6(30),951.0,11.9,34.8(03),16.8,8.0,0.0,9.0,0.0,21.0,3.0,6.0(18),113.0,0.0,0.0,8.4,6.0,1.0,5.0,0.0,23.4,0.0,20.2,28.5,0.0,944.2(09),3.0,1016.6,9.2,74.0,2807.0,1.0,05/16.1(20),0.0,,,,,
1971-10,3129,4.5(08),4.0,63.0,0.0,1.0,963.6(21),956.0,8.7,28.8(01),15.4,0.0,0.0,7.0,0.0,20.0,5.0,3.2(31),113.0,0.0,1.0,11.4,7.0,1.0,4.0,0.0,18.2,0.0,16.1,23.4,0.0,950.5(14),3.0,1023.2,5.0,46.0,2422.0,3.0,36/16.9(04),0.0,,,,,
1971-11,3129,1.6(05),3.0,60.0,0.0,0.0,965.2(04),949.7,0.9,21.0(01),9.4,0.0,0.0,12.0,0.0,15.0,4.0,-5.4(27),62.0,0.0,0.0,3.1,5.0,1.0,10.0,13.0,6.4,0.0,7.1,13.2,0.0,938.0(09),1.0,1018.8,6.0,60.0,1808.0,9.0,36/25.0(07),0.0,,,,,
1971-12,3129,35.7(29),15.0,72.0,0.0,9.0,968.8(20),954.5,1.7,17.0(21),7.8,0.0,0.0,4.0,2.0,12.0,12.0,-6.0(11),70.0,1.0,2.0,66.4,15.0,0.0,7.0,9.0,4.6,0.0,6.7,11.8,0.0,932.4(29),8.0,1024.1,3.5,37.0,871.0,3.0,05/25.6(04),1.0,,,,,
1971-13,3129,35.7(29/dic),73.0,60.0,,20.0,968.8(20/dic),949.3,6.5,38.6(30/jul),19.2,57.0,0.0,87.0,11.0,201.0,97.0,-9.8(04/ene),94.0,1.0,7.0,438.3,,24.0,9.0,72.0,1.0,,13.0,19.4,0.0,921.2(02/abr),72.0,1016.7,6.9,56.0,,,,,,,,,
1972-1,3129,18.6(08),9.0,73.0,0.0,8.0,957.2(10),947.0,-0.1,13.8(27),7.5,0.0,0.0,6.0,2.0,16.0,12.0,-6.0(24),61.0,0.0,0.0,74.7,13.0,0.0,10.0,18.0,2.6,2.0,4.2,8.6,0.0,921.2(16),11.0,1016.6,4.5,46.0,640.0,3.0,36/24.4(22),0.0,,,,,
1972-2,3129,21.0(02),9.0,71.0,0.0,2.0,958.8(14),944.4,2.6,15.2(13),9.6,0.0,0.0,1.0,5.0,19.0,11.0,-2.2(14),73.0,0.0,0.0,77.7,16.0,1.0,13.0,6.0,7.6,0.0,7.0,11.5,0.0,931.6(05),8.0,1013.1,4.0,37.0,1178.0,7.0,27/23.6(06),0.0,,,,,
1972-3,3129,42.9(14),14.0,68.0,,4.0,956.7(31),946.0,3.9,21.0(29),8.8,0.0,0.0,1.0,1.0,16.0,12.0,-3.6(02),78.0,1.0,0.0,81.1,,1.0,9.0,3.0,7.2,,9.0,14.0,0.0,935.5(11),9.0,1014.3,4.9,40.0,1301.0,2.0,27/19.4(05),0.0,,,,,
1972-4,3129,2.2(30),2.0,49.0,0.0,0.0,958.6(02),947.1,4.3,24.8(03),10.2,0.0,0.0,8.0,0.0,20.0,2.0,-2.2(27),71.0,0.0,0.0,2.3,5.0,0.0,14.0,1.0,8.8,0.0,11.3,18.3,0.0,935.1(30),1.0,1014.6,8.9,66.0,2769.0,1.0,27/18.1(11),0.0,,,,,
1972-5,3129,7.0(01),4.0,51.0,0.0,1.0,959.9(25),948.0,7.3,33.2(29),16.0,5.0,0.0,3.0,0.0,24.0,7.0,0.5(02),91.0,0.0,0.0,10.6,11.0,2.0,10.0,0.0,12.4,0.0,14.6,22.0,0.0,931.0(01),3.0,1014.6,9.6,66.0,2201.0,1.0,32/16.4(13),0.0,,,,,
1972-6,3129,3.2(21),2.0,46.0,0.0,0.0,954.4(08),947.2,11.8,34.4(24),17.4,9.0,0.0,7.0,0.0,21.0,4.0,4.0(06),114.0,0.0,0.0,9.0,10.0,3.0,9.0,0.0,16.4,0.0,19.7,27.5,0.0,936.2(13),4.0,1012.5,10.1,67.0,2889.0,0.0,05/12.5(08),0.0,,,,,
1972-7,3129,2.4(28),0.0,39.0,,0.0,958.6(10),948.8,15.5,36.8(14),20.2,27.0,0.0,10.0,0.0,21.0,1.0,12.0(12),124.0,0.0,0.0,2.4,,2.0,9.0,0.0,27.4,,23.8,32.2,0.0,942.0(05),1.0,1013.2,11.0,75.0,4235.0,0.0,18/11.4(07),0.0,,,,,
1972-8,3129,0.0(--),0.0,41.0,0.0,0.0,956.3(04),949.3,14.3,35.0(10),19.4,18.0,0.0,13.0,0.0,18.0,0.0,10.0(29),119.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,26.4,0.0,22.3,30.3,0.0,941.1(01),0.0,1014.2,10.8,79.0,4208.0,0.0,18/15.0(06),0.0,,,,,
1972-9,3129,63.6(21),7.0,65.0,0.0,4.0,957.5(17),948.1,11.6,28.0(13),16.2,0.0,0.0,1.0,2.0,22.0,14.0,4.7(17),125.0,2.0,0.0,142.0,15.0,3.0,6.0,0.0,14.6,0.0,16.9,22.2,0.0,939.6(25),10.0,1014.4,6.2,50.0,1695.0,0.0,36/13.6(14),0.0,,,,,
1972-10,3129,31.0(19),11.0,77.0,1.0,5.0,960.6(22),948.6,8.7,21.6(03),15.2,0.0,0.0,3.0,5.0,17.0,17.0,1.9(29),117.0,1.0,0.0,139.3,17.0,2.0,6.0,0.0,10.6,0.0,12.8,17.0,0.0,931.5(12),14.0,1016.1,4.5,41.0,883.0,1.0,18/33.9(27),1.0,,,,,
1972-11,3129,70.7(03),16.0,82.0,0.0,8.0,960.2(28),953.2,6.4,18.0(05),11.0,0.0,0.0,5.0,1.0,9.0,12.0,-2.0(26),101.0,1.0,0.0,95.4,15.0,0.0,7.0,2.0,7.8,0.0,9.8,13.2,0.0,942.2(30),10.0,1021.7,2.7,28.0,639.0,2.0,23/15.6(20),0.0,,,,,
1972-12,3129,18.6(07),12.0,80.0,,8.0,964.4(05),953.9,1.8,16.4(19),6.8,0.0,0.0,2.0,3.0,17.0,8.0,-3.2(22),74.0,0.0,0.0,58.7,,0.0,5.0,13.0,4.2,,5.6,9.4,0.0,937.5(02),7.0,1023.7,2.5,27.0,562.0,1.0,23/15.8(27),0.0,,,,,
1972-13,3129,70.7(03/nov),86.0,62.0,,40.0,964.4(05/dic),948.5,7.3,36.8(14/jul),20.2,59.0,0.0,60.0,19.0,220.0,100.0,-6.0(24/ene),96.0,5.0,0.0,693.2,,14.0,9.0,43.0,2.6,,13.1,18.9,0.0,921.2(16/ene),78.0,1015.8,6.6,52.0,23200.0,18.0,18/33.9(27/oct),1.0,,,,,
1973-1,3129,20.2(16),7.0,77.0,0.0,9.0,964.4(23),953.9,-0.2,14.2(24),6.6,0.0,0.0,13.0,1.0,11.0,7.0,-5.6(03),68.0,0.0,0.0,37.2,8.0,0.0,5.0,20.0,6.6,0.0,4.9,10.1,0.0,926.0(17),6.0,1023.9,5.3,55.0,772.0,1.0,32/16.1(22),0.0,,,,,
1973-2,3129,1.2(14),1.0,59.0,0.0,0.0,963.9(05),951.4,-0.7,18.5(25),5.4,0.0,0.0,8.0,0.0,19.0,1.0,-4.8(04),56.0,0.0,0.0,1.2,5.0,0.0,12.0,19.0,7.2,1.0,5.8,12.2,0.0,924.2(15),1.0,1020.9,7.2,67.0,1470.0,5.0,32/17.5(20),0.0,,,,,
1973-3,3129,7.6(27),5.0,55.0,0.0,0.0,963.9(04),952.1,0.6,20.8(05),8.1,0.0,0.0,6.0,0.0,20.0,4.0,-4.0(15),60.0,0.0,0.0,15.8,5.0,1.0,9.0,16.0,9.5,0.0,7.8,14.9,0.0,943.8(11),3.0,1021.1,7.5,63.0,2170.0,3.0,23/16.7(24),0.0,,,,,
1973-4,3129,5.9(27),4.0,50.0,0.0,0.0,958.8(04),948.0,3.8,26.8(06),11.0,0.0,0.0,10.0,0.0,16.0,3.0,-4.0(11),72.0,0.0,0.0,8.9,4.0,0.0,10.0,4.0,9.2,1.0,11.5,19.1,0.0,933.4(08),2.0,1015.6,8.9,67.0,2383.0,2.0,32/17.5(09),0.0,,,,,
1973-5,3129,28.1(18),7.0,58.0,0.0,2.0,964.2(08),948.8,8.6,30.4(26),14.0,2.0,0.0,4.0,3.0,20.0,10.0,3.7(06),110.0,0.0,0.0,71.3,15.0,1.0,11.0,0.0,12.2,0.0,15.6,22.6,0.0,936.2(20),8.0,1015.3,8.8,61.0,2039.0,1.0,23/18.1(20),0.0,,,,,
1973-6,3129,9.7(12),7.0,51.0,1.0,1.0,956.3(14),949.9,12.6,34.7(30),17.2,8.0,0.0,8.0,0.0,15.0,7.0,8.4(23),120.0,0.0,0.0,20.1,11.0,5.0,10.0,0.0,17.0,0.0,19.8,27.0,0.0,942.0(01),5.0,1015.4,9.2,61.0,2590.0,0.0,14/14.4(25),0.0,,,,,
1973-7,3129,26.0(13),0.0,38.0,0.0,0.0,955.1(03),947.6,15.4,37.6(11),19.0,21.0,0.0,15.0,1.0,16.0,3.0,10.6(17),114.0,0.0,0.0,29.6,5.0,2.0,12.0,0.0,22.8,0.0,23.4,31.5,0.0,940.7(28),2.0,1012.1,11.3,77.0,4527.0,5.0,23/16.7(15),0.0,,,,,
1973-8,3129,20.1(17),1.0,42.0,0.0,0.0,957.0(31),950.4,16.8,38.2(10),21.2,27.0,0.0,13.0,1.0,17.0,2.0,13.0(31),140.0,0.0,0.0,20.3,7.0,6.0,8.0,0.0,25.2,0.0,25.0,33.2,0.0,943.5(24),1.0,1014.7,10.8,78.0,4446.0,2.0,23/18.9(13),0.0,,,,,
1973-9,3129,0.0(--),2.0,47.0,0.0,0.0,956.7(25),950.3,11.9,35.4(11),17.6,7.0,0.0,13.0,0.0,15.0,0.0,3.6(25),116.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,19.8,27.7,0.0,944.7(20),0.0,1015.9,8.9,71.0,3558.0,0.0,36/14.4(30),0.0,,,,,
1973-10,3129,8.2(18),6.0,63.0,0.0,0.0,961.1(23),951.0,7.2,24.8(09),15.8,0.0,0.0,7.0,0.0,18.0,6.0,0.6(03),98.0,0.0,0.0,30.6,9.0,1.0,7.0,0.0,12.6,0.0,13.5,19.8,0.0,938.8(16),6.0,1018.5,6.6,60.0,1726.0,0.0,23/15.0(15),0.0,,,,,
1973-11,3129,13.3(05),3.0,70.0,0.0,2.0,962.0(28),954.9,2.5,20.6(02),12.4,0.0,0.0,11.0,2.0,16.0,5.0,-4.0(29),82.0,0.0,0.0,30.6,7.0,1.0,5.0,14.0,10.0,0.0,9.0,15.6,0.0,944.2(05),5.0,1023.9,6.7,68.0,1018.0,1.0,23/15.3(02),0.0,,,,,
1973-12,3129,27.0(19),8.0,71.0,0.0,1.0,961.1(12),949.0,-0.6,15.0(15),6.4,0.0,0.0,11.0,4.0,12.0,6.0,-5.0(10),62.0,0.0,0.0,81.4,7.0,0.0,8.0,21.0,4.5,1.0,4.8,10.2,0.0,919.9(20),6.0,1018.7,4.4,47.0,1002.0,0.0,36/14.4(02),0.0,,,,,
1973-13,3129,28.1(18/may),51.0,57.0,1.0,15.0,964.4(23/ene),950.6,6.5,38.2(10/ago),21.2,65.0,0.0,119.0,12.0,195.0,54.0,-5.6(03/ene),92.0,0.0,0.0,347.0,83.0,17.0,9.0,94.0,4.5,3.0,13.4,20.3,0.0,919.9(20/dic),45.0,1018.0,8.0,65.0,27701.0,20.0,23/18.9(13/ago),0.0,,,,,
1974-1,3129,10.4(05),19.0,80.0,0.0,8.0,969.5(17),955.2,2.8,14.6(10),10.7,0.0,0.0,6.0,1.0,6.0,10.0,-4.0(24),81.0,0.0,0.0,30.0,14.0,0.0,7.0,12.0,4.6,0.0,6.8,10.8,0.0,939.1(03),7.0,1024.7,2.9,30.0,631.0,,,,,,,,
1974-2,3129,9.0(11),8.0,66.0,,1.0,956.0(05),947.2,1.2,16.2(10),6.8,0.0,0.0,8.0,0.0,12.0,11.0,-4.2(25),65.0,0.0,0.0,37.1,,1.0,7.0,11.0,7.4,,6.3,11.4,0.0,934.6(12),8.0,1016.2,6.5,61.0,1392.0,0.0,36/9.4(18),0.0,193.0,,,,
1974-3,3129,10.8(22),,66.0,,1.0,955.6(17),945.5,3.3,21.6(16),8.6,0.0,0.0,,1.0,,10.0,-5.3(05),76.0,0.0,0.0,38.9,,2.0,13.0,6.0,8.8,,8.8,14.2,0.0,930.0(19),9.0,1013.8,5.5,47.0,1593.0,6.0,32/16.7(01),0.0,159.0,,,,
1974-4,3129,7.5(09),10.0,63.0,,0.0,951.9(20),943.3,4.2,19.4(18),9.4,0.0,0.0,4.0,0.0,16.0,10.0,-0.6(05),82.0,0.0,0.0,20.7,,5.0,9.0,2.0,11.2,,10.2,16.1,0.0,930.7(12),6.0,1010.9,5.9,44.0,1523.0,3.0,23/22.2(02),0.0,114.0,,,,
1974-5,3129,13.4(02),,52.0,0.0,0.0,955.9(14),947.2,8.2,33.4(22),14.2,8.0,0.0,,1.0,,6.0,1.2(02),103.0,0.0,0.0,17.4,7.0,1.0,11.0,0.0,11.6,0.0,16.0,23.9,0.0,937.0(02),2.0,1013.4,9.1,63.0,2388.0,0.0,05/14.4(24),0.0,155.0,,,,
1974-6,3129,24.0(12),7.0,54.0,0.0,1.0,957.0(02),947.9,13.1,33.2(30),17.6,8.0,0.0,5.0,2.0,18.0,10.0,9.2(11),132.0,0.0,0.0,59.9,15.0,7.0,12.0,0.0,18.6,0.0,20.0,26.9,0.0,938.7(14),8.0,1013.3,8.0,53.0,2514.0,2.0,23/18.3(12),0.0,152.0,,,,
1974-7,3129,5.6(04),0.0,42.0,1.0,0.0,959.5(19),951.2,16.1,38.0(29),20.8,25.0,0.0,17.0,0.0,14.0,3.0,10.7(20),138.0,0.0,0.0,7.2,5.0,4.0,11.0,0.0,22.6,0.0,24.4,32.8,0.0,944.3(14),2.0,1015.6,11.2,76.0,3535.0,2.0,05/16.1(14),0.0,140.0,,,,
1974-8,3129,1.3(20),1.0,41.0,0.0,0.0,957.1(15),949.7,14.8,39.0(16),19.0,24.0,0.0,17.0,0.0,12.0,1.0,7.8(31),123.0,0.0,0.0,1.3,4.0,1.0,10.0,0.0,23.4,0.0,23.6,32.3,0.0,941.5(29),1.0,1014.4,10.9,79.0,3672.0,1.0,02/15.3(19),0.0,137.0,,,,
1974-9,3129,0.0(--),4.0,44.0,0.0,0.0,955.1(19),949.5,11.5,31.7(14),17.6,5.0,0.0,9.0,0.0,17.0,0.0,1.9(29),105.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,18.8,0.0,19.5,27.5,0.0,943.3(16),0.0,1015.2,9.0,72.0,2823.0,1.0,23/15.6(02),0.0,143.0,,,,
1974-10,3129,6.0(17),0.0,53.0,3.0,0.0,959.2(19),950.6,4.8,25.2(05),12.2,0.0,0.0,6.0,0.0,25.0,2.0,-2.4(31),73.0,0.0,0.0,8.0,3.0,0.0,10.0,4.0,10.4,0.0,11.6,18.5,0.0,934.4(22),2.0,1018.5,7.6,68.0,1889.0,5.0,36/22.2(30),0.0,166.0,,,,
1974-11,3129,22.1(15),7.0,68.0,0.0,5.0,960.3(07),952.5,3.0,19.6(25),10.4,0.0,0.0,8.0,2.0,15.0,4.0,-3.0(07),78.0,0.0,0.0,40.7,6.0,1.0,7.0,9.0,10.0,0.0,9.0,15.1,0.0,936.0(15),4.0,1021.4,5.9,59.0,902.0,3.0,27/16.7(15),0.0,115.0,,,,
1974-12,3129,8.1(24),6.0,74.0,0.0,5.0,969.6(28),959.7,-1.0,16.8(04),8.0,0.0,0.0,20.0,0.0,5.0,2.0,-6.0(16),67.0,0.0,3.0,12.7,2.0,0.0,3.0,24.0,6.0,0.0,5.6,12.2,0.0,950.8(01),2.0,1030.0,5.4,57.0,516.0,0.0,05/11.1(18),0.0,76.0,,,,
1974-13,3129,24.0(12/jun),,59.0,,21.0,969.6(28/dic),950.0,6.8,39.0(16/ago),20.8,70.0,0.0,,7.0,,69.0,-6.0(16/dic),94.0,0.0,3.0,273.9,,22.0,9.0,68.0,4.6,,13.5,20.1,0.0,930.0(19/mar),51.0,1017.3,7.3,59.0,23378.0,,,,,,,,
1975-1,3129,18.4(15),8.0,72.0,3.0,7.0,964.9(05),955.5,0.9,15.6(29),8.8,0.0,0.0,10.0,1.0,13.0,7.0,-6.1(06),72.0,0.0,3.0,28.5,6.0,0.0,8.0,14.0,7.4,0.0,6.6,12.2,0.0,936.3(15),5.0,1025.2,4.9,51.0,1005.0,,,,,,,,
1975-2,3129,19.6(05),7.0,70.0,2.0,0.0,961.5(01),950.9,2.6,17.2(01),7.8,0.0,0.0,7.0,2.0,14.0,7.0,-2.2(04),74.0,0.0,0.0,51.8,12.0,0.0,8.0,8.0,8.0,0.0,7.8,12.9,0.0,941.3(14),5.0,1019.9,5.0,47.0,1043.0,0.0,18/12.2(06),0.0,190.0,,,,
1975-3,3129,7.1(29),9.0,63.0,1.0,1.0,957.1(22),944.6,2.6,19.2(25),9.5,0.0,0.0,2.0,0.0,19.0,12.0,-3.1(22),67.0,0.0,2.0,30.3,11.0,1.0,15.0,9.0,4.8,1.0,7.6,12.6,0.0,932.0(29),11.0,1013.1,5.4,45.0,1588.0,5.0,27/25.3(08),1.0,195.0,,,,
1975-4,3129,30.0(18),9.0,58.0,0.0,0.0,958.7(11),948.3,5.4,26.2(17),13.2,0.0,0.0,7.0,4.0,14.0,9.0,-3.4(06),83.0,1.0,0.0,86.5,10.0,3.0,12.0,6.0,11.2,0.0,11.4,17.5,0.0,937.9(05),7.0,1016.1,7.7,58.0,1853.0,2.0,36/15.6(01),0.0,163.0,,,,
1975-5,3129,21.2(22),5.0,56.0,0.0,0.0,958.1(02),946.3,7.1,24.0(17),13.4,0.0,0.0,5.0,4.0,21.0,8.0,0.6(06),91.0,0.0,0.0,65.8,14.0,6.0,11.0,0.0,12.0,0.0,13.4,19.6,0.0,940.4(10),7.0,1013.2,8.4,58.0,2098.0,2.0,02/16.7(05),0.0,163.0,,,,
1975-6,3129,13.1(15),4.0,52.0,0.0,0.0,956.1(18),949.6,11.8,33.4(24),16.2,8.0,0.0,7.0,2.0,19.0,7.0,3.9(03),124.0,0.0,0.0,37.6,14.0,7.0,8.0,0.0,16.5,0.0,19.4,26.9,0.0,941.1(09),6.0,1015.1,9.3,62.0,2317.0,0.0,05/14.4(10),0.0,110.0,,,,
1975-7,3129,0.0(--),0.0,30.0,0.0,0.0,954.7(01),949.1,15.3,39.6(30),23.0,30.0,0.0,23.0,0.0,8.0,0.0,11.0(09),103.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,28.8,0.0,25.0,34.7,0.0,941.3(06),0.0,1013.2,12.2,82.0,4321.0,1.0,25/16.1(30),0.0,145.0,,,,
1975-8,3129,6.8(14),1.0,43.0,0.0,0.0,956.1(19),949.9,16.0,38.0(07),20.0,23.0,0.0,12.0,0.0,16.0,5.0,11.6(23),131.0,0.0,0.0,13.8,7.0,2.0,11.0,0.0,24.6,0.0,23.9,31.8,0.0,941.9(13),4.0,1014.6,10.4,76.0,3636.0,5.0,32/21.1(03),0.0,167.0,,,,
1975-9,3129,10.8(15),2.0,57.0,1.0,1.0,960.3(19),951.0,11.1,29.4(11),16.0,0.0,0.0,11.0,1.0,17.0,9.0,4.6(16),119.0,0.0,0.0,35.1,10.0,2.0,10.0,0.0,13.5,0.0,17.9,24.7,0.0,940.0(15),7.0,1017.2,7.9,63.0,2036.0,0.0,05/13.3(01),0.0,120.0,,,,
1975-10,3129,1.0(15),1.0,60.0,1.0,0.0,959.6(07),952.9,8.1,30.2(03),12.6,2.0,0.0,10.0,0.0,20.0,1.0,-2.0(13),108.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,12.4,0.0,15.2,22.3,0.0,944.4(10),1.0,1020.0,7.9,70.0,1759.0,1.0,29/17.8(16),0.0,129.0,,,,
1975-11,3129,14.4(12),6.0,65.0,0.0,2.0,961.6(15),952.3,3.0,20.7(15),8.4,0.0,0.0,7.0,1.0,17.0,6.0,-4.0(23),75.0,0.0,2.0,21.3,8.0,0.0,8.0,7.0,8.6,0.0,8.8,14.5,0.0,936.9(17),4.0,1021.1,5.7,57.0,1252.0,3.0,34/21.1(16),0.0,152.0,,,,
1975-12,3129,8.9(15),9.0,76.0,1.0,2.0,964.4(21),951.4,0.1,13.0(06),7.4,0.0,0.0,10.0,0.0,10.0,8.0,-6.6(22),67.0,0.0,1.0,34.4,10.0,0.0,7.0,16.0,5.0,0.0,4.8,9.5,0.0,928.1(15),7.0,1021.3,3.7,40.0,586.0,0.0,18/13.3(15),0.0,127.0,,,,
1975-13,3129,30.0(18/abr),61.0,59.0,9.0,13.0,964.9(05/ene),950.2,7.0,39.6(30/jul),23.0,63.0,0.0,111.0,15.0,188.0,79.0,-6.6(22/dic),93.0,1.0,8.0,406.1,105.0,21.0,10.0,61.0,4.8,1.0,13.5,19.9,0.0,928.1(15/dic),64.0,1017.5,7.4,59.0,23494.0,,,,,,,,
1976-1,3129,9.3(29),2.0,64.0,0.0,2.0,966.9(11),953.9,-3.0,19.4(12),2.8,0.0,0.0,22.0,0.0,7.0,4.0,-6.1(19),54.0,0.0,0.0,12.0,3.0,0.0,6.0,27.0,4.8,1.0,5.1,13.2,0.0,928.7(31),2.0,1023.9,7.3,76.0,714.0,2.0,05/17.8(26),0.0,113.0,,,,
1976-2,3129,13.3(04),11.0,72.0,,6.0,966.4(09),950.4,2.5,17.8(24),6.8,0.0,0.0,6.0,2.0,12.0,10.0,-4.0(16),76.0,0.0,3.0,48.9,,0.0,7.0,3.0,7.4,,7.5,12.4,0.0,926.0(05),8.0,1019.4,5.6,52.0,992.0,1.0,07/16.1(14),0.0,128.0,,,,
1976-3,3129,13.5(07),3.0,57.0,,0.0,963.1(27),949.6,2.4,26.0(30),7.0,0.0,0.0,7.0,1.0,21.0,2.0,-2.4(10),69.0,0.0,0.0,14.5,,0.0,10.0,6.0,10.0,,9.5,16.5,0.0,933.1(08),2.0,1017.9,8.3,69.0,2093.0,2.0,34/19.2(13),0.0,162.0,,,,
1976-4,3129,16.3(17),9.0,62.0,,1.0,952.5(14),945.4,5.2,24.8(01),10.4,0.0,0.0,4.0,2.0,16.0,11.0,0.8(25),80.0,0.0,0.0,53.8,,0.0,12.0,0.0,9.8,,10.5,15.8,0.0,934.9(12),8.0,1013.2,6.1,46.0,1772.0,5.0,18/22.2(18),0.0,186.0,,,,
1976-5,3129,13.6(29),3.0,50.0,1.0,0.0,957.1(31),947.9,9.8,32.0(23),14.0,4.0,0.0,10.0,2.0,18.0,6.0,3.4(02),105.0,0.0,0.0,38.5,5.0,2.0,11.0,0.0,17.8,0.0,17.5,25.1,0.0,937.1(08),5.0,1013.8,10.1,70.0,2478.0,0.0,07/14.4(08),0.0,133.0,,,,
1976-6,3129,14.2(27),3.0,47.0,3.0,0.0,958.9(28),951.1,14.1,34.6(02),19.4,17.0,0.0,9.0,2.0,18.0,8.0,8.0(06),130.0,0.0,0.0,46.2,9.0,7.0,8.0,0.0,22.4,0.0,22.0,30.0,0.0,944.4(07),6.0,1016.2,10.1,67.0,3114.0,1.0,07/16.7(29),0.0,142.0,,,,
1976-7,3129,11.9(16),2.0,48.0,3.0,0.0,955.1(19),949.5,16.2,37.8(21),19.8,22.0,0.0,5.0,1.0,23.0,5.0,12.4(04),150.0,0.0,0.0,21.9,5.0,7.0,8.0,0.0,26.4,0.0,24.1,32.0,0.0,943.2(10),3.0,1014.0,10.0,68.0,3477.0,0.0,05/12.8(02),0.0,134.0,,,,
1976-8,3129,17.8(28),2.0,47.0,3.0,0.0,955.2(02),949.6,15.7,39.8(05),20.2,18.0,0.0,9.0,3.0,19.0,7.0,12.2(28),133.0,0.0,0.0,60.9,5.0,5.0,11.0,0.0,21.0,0.0,23.0,30.4,0.0,942.8(28),6.0,1014.5,9.7,70.0,3538.0,3.0,02/16.7(21),0.0,150.0,,,,
1976-9,3129,26.8(27),5.0,58.0,1.0,2.0,958.1(07),948.6,11.2,29.8(09),15.6,0.0,0.0,7.0,4.0,18.0,5.0,5.8(14),121.0,0.0,1.0,72.4,9.0,2.0,8.0,0.0,17.6,0.0,17.9,24.6,0.0,940.0(25),4.0,1014.6,8.0,63.0,2043.0,1.0,16/19.4(26),0.0,121.0,,,,
1976-10,3129,20.6(11),2.0,73.0,,0.0,957.5(06),944.8,7.4,27.0(07),14.6,0.0,0.0,4.0,2.0,24.0,10.0,0.1(26),106.0,0.0,0.0,59.7,,0.0,10.0,0.0,10.2,,12.3,17.2,0.0,930.8(24),8.0,1012.2,5.6,50.0,1259.0,2.0,20/20.6(17),0.0,149.0,,,,
1976-11,3129,9.3(01),8.0,76.0,0.0,1.0,,952.4,1.2,18.1(05),10.2,0.0,0.0,13.0,0.0,9.0,9.0,-4.5(22),77.0,0.0,1.0,34.4,10.0,0.0,8.0,16.0,8.2,0.0,6.9,12.6,0.0,,7.0,1021.7,5.6,57.0,,0.0,32/13.9(12),0.0,120.0,,,,
1976-12,3129,25.9(31),16.0,82.0,0.0,5.0,956.4(11),943.9,4.2,16.2(02),12.0,0.0,0.0,2.0,3.0,13.0,13.0,-3.1(27),87.0,0.0,2.0,88.3,16.0,0.0,13.0,3.0,4.2,0.0,7.6,10.9,0.0,929.7(03),11.0,1012.4,2.6,28.0,588.0,5.0,27/21.1(03),0.0,174.0,,,,
1976-13,3129,26.8(27/sep),66.0,61.0,,17.0,,948.9,7.2,39.8(05/ago),20.2,61.0,0.0,98.0,22.0,198.0,90.0,-6.1(19/ene),99.0,0.0,7.0,551.5,,23.0,9.0,55.0,4.2,,13.7,20.1,0.0,,70.0,1016.2,7.4,60.0,,22.0,18/22.2(18/abr),0.0,143.0,,,,
1977-1,3129,13.4(20),13.0,83.0,,5.0,,946.9,2.8,13.1(08),10.0,0.0,0.0,3.0,2.0,12.0,12.0,-2.8(05),81.0,0.0,1.0,50.1,,0.0,11.0,7.0,6.2,,6.2,9.5,0.0,,9.0,1016.1,3.1,32.0,541.0,3.0,05/19.4(02),0.0,180.0,,,,
1977-2,3129,9.0(23),13.0,82.0,0.0,5.0,,949.6,5.0,18.2(28),11.8,0.0,0.0,0.0,0.0,12.0,11.0,-2.0(01),94.0,0.0,1.0,39.6,14.0,1.0,14.0,1.0,6.4,0.0,8.5,11.9,0.0,,8.0,1018.3,3.4,32.0,470.0,2.0,25/16.7(11),0.0,197.0,,,,
1977-3,3129,4.9(11),,66.0,1.0,0.0,966.1(01),952.8,3.4,23.6(04),8.2,0.0,,,0.0,,4.0,-5.4(31),85.0,0.0,,9.7,4.0,0.0,,3.0,8.6,0.0,9.8,16.2,,937.9(22),2.0,1021.2,6.4,54.0,,,,,,,,,
1977-4,3129,7.6(15),5.0,61.0,0.0,0.0,961.2(12),949.8,5.7,29.3(25),11.0,0.0,,6.0,0.0,16.0,5.0,-1.8(09),100.0,0.0,,12.2,8.0,1.0,,3.0,11.0,0.0,12.8,19.9,,939.1(07),3.0,1017.1,7.2,54.0,1520.0,,,,,,,,
