fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,q_max,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,np_001,ta_min,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,q_mar,inso,p_sol,evap,nw_55,w_racha,nw_91,w_rec,ts_20,ts_10,ts_50,glo
1977-5,3129,7.8(30),,59.0,0.0,0.0,955.2(07),946.5,7.3,30.2(11),12.6,1.0,,,0.0,,10.0,1.6(03),102.0,0.0,,26.1,14.0,3.0,,0.0,14.2,0.0,13.9,20.4,,938.7(18),7.0,1013.3,6.8,47.0,1660.0,,,,,,,,
1977-6,3129,5.1(22),,55.0,,0.0,955.3(30),947.9,10.6,34.0(27),16.4,4.0,,,0.0,,4.0,4.8(14),120.0,0.0,,9.6,,2.0,,0.0,16.6,,17.8,24.9,,936.8(12),3.0,1013.7,8.0,53.0,,,,,,,,,
1977-7,3129,6.4(22),,51.0,0.0,0.0,954.9(17),948.3,13.2,36.0(19),17.4,16.0,,,0.0,,6.0,9.3(30),135.0,0.0,,14.6,9.0,4.0,,0.0,21.6,0.0,21.0,28.8,,942.8(05),4.0,1013.3,10.0,68.0,2753.0,,,,,,,,
1977-8,3129,15.0(03),3.0,47.0,0.0,0.0,954.9(01),947.4,13.7,35.0(14),17.4,15.0,0.0,10.0,1.0,16.0,2.0,7.4(30),122.0,0.0,0.0,18.2,5.0,3.0,10.0,0.0,21.4,0.0,21.3,28.9,0.0,938.0(20),2.0,1012.5,10.0,72.0,2942.0,0.0,32/13.3(18),0.0,141.0,,,,
1977-9,3129,16.0(18),,53.0,0.0,0.0,962.0(29),952.3,12.7,34.0(05),16.2,16.0,,,1.0,,2.0,7.4(23),135.0,0.0,,16.2,3.0,0.0,,0.0,21.6,0.0,20.7,28.7,,942.1(17),1.0,1017.8,6.8,54.0,,,,,,,,,
1977-10,3129,19.6(06),6.0,74.0,,4.0,958.9(01),949.7,9.2,29.4(01),14.8,0.0,,5.0,2.0,17.0,9.0,5.4(10),128.0,0.0,,45.7,,0.0,8.0,0.0,12.7,,14.8,20.4,,930.3(06),7.0,1016.7,5.0,45.0,,0.0,20/12.2(06),0.0,128.0,,,,
1977-11,3129,14.0(20),7.0,77.0,,6.0,963.9(09),951.4,2.4,21.9(12),10.4,0.0,,2.0,3.0,19.0,5.0,-4.4(25),88.0,0.0,,39.7,,0.0,5.0,6.0,5.8,,8.2,14.0,,934.7(30),4.0,1020.2,4.6,46.0,,1.0,29/15.6(15),0.0,109.0,,,,
1977-12,3129,30.3(07),18.0,86.0,,9.0,965.7(24),951.7,5.3,17.7(25),10.2,0.0,0.0,1.0,3.0,10.0,13.0,-0.3(31),98.0,1.0,4.0,81.3,,1.0,7.0,1.0,7.4,,8.5,11.6,0.0,929.5(07),8.0,1020.5,1.9,20.0,444.0,1.0,25/15.6(07),0.0,74.0,,,,
1977-13,3129,30.3(07/dic),,66.0,,29.0,,949.5,7.6,36.0(19/jul),17.4,52.0,,,12.0,,83.0,-5.4(31/mar),107.0,1.0,,363.0,,15.0,,21.0,5.8,,13.6,19.6,,,58.0,1016.7,6.1,48.0,,,,,,,,,
1978-1,3129,17.4(28),9.0,79.0,,2.0,962.4(06),950.3,1.2,14.8(31),5.8,0.0,0.0,4.0,1.0,18.0,8.0,-3.0(18),72.0,0.0,2.0,39.7,,0.0,14.0,14.0,1.8,,5.2,9.1,0.0,933.5(28),7.0,1019.9,4.6,47.0,791.0,5.0,29/23.3(19),0.0,160.0,,,,
1978-2,3129,17.8(25),10.0,74.0,,0.0,958.4(03),943.5,3.6,20.4(18),10.2,0.0,0.0,4.0,3.0,14.0,15.0,-5.6(12),84.0,0.0,0.0,75.6,,1.0,14.0,9.0,5.0,,8.2,12.9,0.0,922.8(10),12.0,1011.9,5.3,50.0,736.0,6.0,27/27.8(28),1.0,,,,,
1978-3,3129,31.0(02),4.0,67.0,,0.0,962.0(20),951.6,3.4,22.8(28),9.0,0.0,0.0,7.0,1.0,20.0,6.0,-3.2(19),84.0,1.0,0.0,38.3,,1.0,14.0,4.0,9.8,,9.7,16.0,0.0,934.3(03),5.0,1020.1,6.8,57.0,1430.0,3.0,36/16.7(05),0.0,,,,,
1978-4,3129,17.2(25),9.0,63.0,0.0,1.0,953.2(21),943.4,5.7,23.8(22),12.0,0.0,0.0,1.0,1.0,20.0,9.0,-1.4(12),85.0,0.0,0.0,54.0,12.0,0.0,16.0,2.0,10.6,0.0,11.0,16.3,0.0,933.9(30),7.0,1010.9,6.3,47.0,1456.0,3.0,27/22.2(23),0.0,,,,,
1978-5,3129,27.4(21),6.0,64.0,,1.0,957.3(11),947.4,7.8,25.8(12),12.1,0.0,0.0,4.0,3.0,21.0,12.0,2.0(05),108.0,0.0,0.0,74.5,,3.0,14.0,0.0,11.8,,13.7,19.7,0.0,937.2(01),9.0,1014.3,7.1,49.0,1662.0,0.0,02/14.4(09),0.0,,,,,
1978-6,3129,21.1(10),7.0,59.0,,0.0,955.6(27),948.2,11.6,28.0(08),16.4,0.0,0.0,6.0,3.0,17.0,8.0,6.6(17),130.0,0.0,0.0,71.8,,6.0,12.0,0.0,18.0,,17.7,23.9,0.0,940.1(16),6.0,1014.1,8.9,59.0,1701.0,3.0,18/19.4(08),0.0,,,,,
1978-7,3129,0.0(--),1.0,36.0,0.0,0.0,957.5(07),950.2,14.0,40.2(16),18.4,23.0,0.0,23.0,0.0,7.0,0.0,9.2(07),116.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,25.0,0.0,23.4,32.8,0.0,942.3(10),0.0,1014.6,11.8,80.0,3810.0,1.0,05/18.9(06),0.0,,,,,
1978-8,3129,0.0(--),0.0,38.0,,0.0,955.7(17),949.8,15.0,36.8(22),21.2,27.0,0.0,20.0,0.0,11.0,0.0,9.3(08),125.0,0.0,0.0,0.0,,0.0,10.0,0.0,23.6,,24.1,33.2,0.0,941.5(07),0.0,1014.2,11.3,82.0,3473.0,0.0,36/12.8(26),0.0,,,,,
1978-9,3129,8.2(03),1.0,47.0,0.0,0.0,958.4(10),952.7,12.3,35.4(11),16.4,19.0,0.0,20.0,0.0,9.0,2.0,4.6(30),129.0,0.0,0.0,10.2,3.0,0.0,5.0,0.0,23.4,0.0,21.5,30.7,0.0,943.9(04),2.0,1018.0,9.4,76.0,2904.0,0.0,27/11.1(06),0.0,,,,,
1978-10,3129,22.8(13),3.0,58.0,0.0,0.0,959.6(25),952.6,7.2,28.8(09),14.2,0.0,0.0,16.0,1.0,12.0,1.0,2.4(20),98.0,0.0,0.0,22.8,4.0,1.0,9.0,0.0,14.4,0.0,14.5,21.9,0.0,944.4(18),1.0,1019.9,7.9,71.0,2116.0,0.0,36/14.4(18),0.0,,,,,
1978-11,3129,21.3(10),6.0,78.0,0.0,5.0,966.7(22),957.6,3.3,20.9(01),10.6,0.0,0.0,10.0,1.0,14.0,5.0,-3.4(28),92.0,0.0,1.0,40.5,5.0,0.0,3.0,5.0,8.6,0.0,9.0,14.6,0.0,943.9(28),4.0,1026.7,5.8,58.0,754.0,0.0,34/11.1(29),0.0,,,,,
1978-12,3129,14.8(07),15.0,85.0,0.0,4.0,955.1(10),944.8,5.2,18.0(10),12.2,0.0,0.0,0.0,3.0,16.0,19.0,-5.0(22),96.0,0.0,1.0,96.4,20.0,0.0,14.0,7.0,3.6,2.0,8.1,11.0,0.0,933.9(15),18.0,1013.3,2.9,31.0,613.0,3.0,27/16.7(27),0.0,,,,,
1978-13,3129,31.0(02/mar),71.0,62.0,,13.0,966.7(22/nov),949.3,7.5,40.2(16/jul),21.2,69.0,0.0,115.0,17.0,179.0,85.0,-5.6(12/feb),102.0,1.0,4.0,523.8,,12.0,11.0,41.0,1.8,,13.8,20.2,0.0,922.8(10/feb),71.0,1016.5,7.3,59.0,21446.0,24.0,27/27.8(28/feb),1.0,,,,,
1979-1,3129,32.9(18),15.0,84.0,0.0,6.0,957.1(02),945.0,3.7,15.7(12),9.3,0.0,0.0,3.0,5.0,13.0,13.0,-3.0(31),89.0,1.0,3.0,120.5,15.0,0.0,10.0,7.0,7.2,0.0,7.3,10.8,0.0,925.1(27),10.0,1013.6,3.0,31.0,591.0,3.0,27/20.0(11),0.0,,,,,
1979-2,3129,23.8(10),12.0,76.0,0.0,2.0,961.5(23),945.4,2.9,17.8(09),12.9,0.0,0.0,5.0,2.0,11.0,12.0,-5.2(17),83.0,0.0,2.0,74.7,14.0,0.0,16.0,12.0,3.4,1.0,7.3,11.7,0.0,921.2(11),11.0,1014.0,4.5,41.0,669.0,8.0,27/22.2(13),0.0,,,,,
1979-3,3129,11.7(08),12.0,69.0,,2.0,964.4(03),947.3,4.1,21.1(12),11.5,0.0,0.0,4.0,1.0,15.0,14.0,-1.4(02),82.0,0.0,0.0,37.5,,2.0,16.0,5.0,8.8,,9.0,13.9,0.0,929.3(14),8.0,1015.7,5.6,47.0,1066.0,1.0,23/15.6(25),0.0,,,,,
1979-4,3129,17.4(13),7.0,60.0,2.0,0.0,958.4(27),948.6,4.8,22.0(22),10.2,0.0,0.0,5.0,1.0,18.0,7.0,0.0(19),81.0,0.0,0.0,43.6,6.0,0.0,16.0,1.0,9.8,0.0,10.4,15.9,0.0,935.5(10),6.0,1016.6,7.8,59.0,1739.0,1.0,29/15.6(24),0.0,,,,,
1979-5,3129,4.0(30),6.0,54.0,0.0,0.0,960.1(12),949.3,9.4,30.5(13),15.4,3.0,0.0,9.0,0.0,16.0,4.0,3.4(01),110.0,0.0,0.0,7.6,7.0,0.0,14.0,0.0,16.4,0.0,16.4,23.4,0.0,940.8(18),2.0,1015.6,9.1,63.0,2140.0,0.0,27/13.9(17),0.0,,,,,
1979-6,3129,3.5(30),2.0,50.0,,0.0,955.5(17),949.7,14.0,35.0(20),19.0,13.0,0.0,6.0,0.0,22.0,3.0,10.4(15),141.0,0.0,0.0,7.2,,4.0,9.0,0.0,23.0,,21.9,29.7,0.0,942.5(23),3.0,1014.6,9.9,66.0,3031.0,1.0,20/22.2(25),0.0,,,,,
1979-7,3129,12.0(19),2.0,45.0,,0.0,958.5(14),951.2,16.3,38.8(28),21.6,22.0,0.0,13.0,1.0,16.0,3.0,10.4(02),144.0,0.0,0.0,17.0,,2.0,12.0,0.0,24.6,,24.4,32.5,0.0,943.2(30),3.0,1015.6,10.0,68.0,3535.0,0.0,05/11.1(13),0.0,,,,,
1979-8,3129,0.2(31),1.0,42.0,0.0,0.0,954.9(16),948.7,15.8,37.1(14),19.6,24.0,0.0,19.0,0.0,11.0,1.0,12.0(16),134.0,0.0,0.0,0.2,1.0,2.0,11.0,0.0,26.2,0.0,23.9,31.9,0.0,942.1(15),0.0,1013.1,11.3,82.0,3854.0,0.0,02/13.9(18),0.0,,,,,
1979-9,3129,2.8(14),3.0,57.0,0.0,0.0,956.4(28),951.7,13.4,33.9(05),18.4,9.0,0.0,3.0,0.0,24.0,5.0,5.4(24),141.0,0.0,0.0,6.4,7.0,4.0,7.0,0.0,15.3,0.0,20.4,27.4,0.0,945.6(06),2.0,1017.4,8.1,65.0,2305.0,0.0,36/13.3(22),0.0,,,,,
1979-10,3129,11.5(06),18.0,73.0,0.0,2.0,958.7(18),944.6,9.8,28.9(03),15.4,0.0,0.0,1.0,2.0,12.0,13.0,3.0(31),119.0,0.0,0.0,51.0,20.0,2.0,11.0,0.0,10.2,0.0,14.0,18.1,0.0,927.7(15),10.0,1011.4,3.3,29.0,1089.0,0.0,25/14.4(12),0.0,,,,,
1979-11,3129,5.0(14),3.0,66.0,0.0,2.0,963.6(26),953.0,1.5,22.2(05),6.8,0.0,0.0,13.0,0.0,14.0,4.0,-4.2(25),76.0,0.0,0.0,10.4,4.0,0.0,8.0,11.0,9.2,0.0,8.6,15.7,0.0,936.3(14),2.0,1022.0,6.7,67.0,,3.0,25/21.1(14),0.0,,,,,
1979-12,3129,16.4(24),8.0,77.0,,6.0,962.9(02),953.8,1.4,21.3(01),11.0,0.0,0.0,7.0,1.0,16.0,6.0,-6.4(22),81.0,0.0,0.0,20.6,,0.0,8.0,14.0,5.8,,6.9,12.3,0.0,935.3(22),2.0,1023.2,4.2,45.0,,0.0,27/14.4(30),0.0,,,,,
1979-13,3129,32.9(18/ene),89.0,63.0,,20.0,964.4(03/mar),949.0,8.1,38.8(28/jul),21.6,71.0,0.0,88.0,13.0,188.0,85.0,-6.4(22/dic),107.0,1.0,5.0,396.7,,16.0,12.0,50.0,3.4,,14.2,20.3,0.0,921.2(11/feb),59.0,1016.1,7.0,55.0,,17.0,27/22.2(13/feb),0.0,,,,,
1980-1,3129,1.0(13),9.0,75.0,0.0,7.0,958.8(11),949.3,1.2,19.8(27),11.0,0.0,3.0,1.0,0.0,21.0,4.0,-5.4(08),71.0,0.0,0.0,2.8,5.0,0.0,10.0,11.0,3.8,3.0,5.5,9.8,0.0,934.4(17),2.0,1018.7,3.6,38.0,566.0,1.0,36/16.7(11),0.0,,,,,
1980-2,3129,9.0(27),8.0,74.0,1.0,8.0,961.7(03),953.2,2.1,18.0(05),8.8,0.0,2.0,1.0,0.0,20.0,11.0,-3.0(12),80.0,0.0,0.0,49.2,10.0,1.0,5.0,13.0,6.0,0.0,7.6,13.1,1.0,941.2(20),9.0,1022.4,4.3,40.0,621.0,0.0,05/13.9(26),0.0,,,,,
1980-3,3129,21.3(21),8.0,63.0,,0.0,957.3(30),946.6,4.7,24.9(31),12.8,0.0,,2.0,1.0,21.0,7.0,-3.4(16),80.0,0.0,,42.0,,2.0,15.0,2.0,8.0,,9.8,14.9,,922.7(21),7.0,1014.6,6.4,54.0,1205.0,2.0,29/17.8(13),0.0,,,,,
1980-4,3129,11.3(14),8.0,53.0,,0.0,956.9(08),948.2,4.5,26.6(01),9.2,0.0,0.0,14.0,1.0,8.0,8.0,-0.4(08),75.0,0.0,0.0,35.6,,0.0,13.0,2.0,12.2,,11.3,18.0,0.0,937.7(29),6.0,1015.8,7.3,55.0,1881.0,1.0,27/15.6(15),0.0,,,,,
1980-5,3129,26.6(12),9.0,61.0,0.0,1.0,952.3(09),945.5,8.1,25.6(31),13.0,0.0,0.0,0.0,3.0,22.0,8.0,4.0(23),104.0,0.0,1.0,63.3,13.0,3.0,12.0,0.0,14.6,0.0,13.9,19.6,0.0,935.1(03),6.0,1012.2,7.7,53.0,1435.0,0.0,20/14.4(07),0.0,,,,,
1980-6,3129,8.8(12),2.0,47.0,0.0,0.0,957.6(02),948.5,12.6,35.2(05),16.8,11.0,0.0,9.0,0.0,19.0,6.0,9.2(16),120.0,0.0,0.0,21.2,7.0,2.0,14.0,0.0,18.6,0.0,20.3,28.0,0.0,939.7(12),5.0,1013.7,10.7,71.0,2371.0,1.0,29/15.6(24),0.0,,,,,
1980-7,3129,0.3(09),0.0,39.0,0.0,0.0,959.1(11),948.7,13.9,38.4(23),18.5,22.0,0.0,17.0,0.0,14.0,1.0,7.8(09),114.0,0.0,0.0,0.3,3.0,0.0,15.0,0.0,21.2,0.0,22.9,31.8,0.0,941.1(28),0.0,1013.3,11.7,79.0,3285.0,0.0,23/14.4(14),0.0,,,,,
1980-8,3129,2.9(23),2.0,41.0,0.0,0.0,956.8(21),949.7,17.1,38.8(22),22.4,27.0,0.0,16.0,0.0,13.0,5.0,12.8(16),142.0,0.0,0.0,6.4,5.0,2.0,11.0,0.0,27.2,0.0,25.6,34.1,0.0,943.2(14),2.0,1013.9,10.3,75.0,3386.0,3.0,07/16.7(18),0.0,,,,,
1980-9,3129,2.6(16),1.0,49.0,,0.0,960.7(30),951.0,14.7,35.0(07),18.2,19.0,0.0,9.0,0.0,20.0,5.0,9.0(23),140.0,0.0,0.0,8.5,,5.0,8.0,0.0,21.2,,22.6,30.4,0.0,939.1(19),4.0,1015.9,8.9,72.0,2116.0,0.0,05/13.9(08),0.0,,,,,
1980-10,3129,16.3(15),2.0,61.0,0.0,0.0,959.9(01),948.9,8.4,30.6(01),16.4,2.0,0.0,5.0,2.0,24.0,5.0,1.4(20),105.0,0.0,0.0,46.3,8.0,0.0,10.0,0.0,12.0,0.0,14.9,21.4,0.0,930.5(16),4.0,1015.8,7.1,64.0,1511.0,2.0,27/16.7(11),0.0,,,,,
1980-11,3129,26.4(08),5.0,74.0,2.0,6.0,962.1(23),949.2,3.1,22.4(01),10.6,0.0,0.0,9.0,1.0,16.0,11.0,-2.4(15),84.0,0.0,2.0,48.2,10.0,0.0,9.0,6.0,4.8,0.0,8.0,12.8,0.0,933.1(09),7.0,1017.9,5.2,53.0,575.0,3.0,36/15.6(26),0.0,,,,,
1980-12,3129,0.6(15),1.0,63.0,0.0,1.0,969.3(09),955.7,-1.5,17.7(20),13.0,0.0,0.0,17.0,0.0,13.0,1.0,-7.0(02),55.0,0.0,0.0,0.6,2.0,0.0,12.0,24.0,5.8,0.0,4.7,10.9,0.0,935.3(20),0.0,1026.0,6.1,65.0,,6.0,36/27.8(27),1.0,,,,,
1980-13,3129,26.6(12/may),55.0,58.0,,23.0,969.3(09/dic),949.5,7.4,38.8(22/ago),22.4,81.0,,100.0,8.0,211.0,72.0,-7.0(02/dic),98.0,0.0,,324.4,,15.0,11.0,58.0,3.8,,13.9,20.4,,922.7(21/mar),52.0,1016.7,7.4,60.0,,19.0,36/27.8(27/dic),1.0,,,,,
1981-1,3129,0.3(11),1.0,64.0,0.0,0.0,966.5(01),956.6,-3.1,18.3(21),6.0,0.0,0.0,18.0,0.0,12.0,1.0,-7.2(01),57.0,0.0,0.0,0.3,1.0,0.0,7.0,26.0,2.6,2.0,4.7,12.6,0.0,942.4(11),0.0,1026.8,6.8,70.0,,3.0,36/22.2(13),0.0,,,,,
1981-2,3129,18.5(12),6.0,65.0,,0.0,968.1(02),950.2,-0.7,19.6(07),7.6,0.0,0.0,8.0,2.0,14.0,5.0,-7.8(01),63.0,0.0,0.0,39.4,,0.0,9.0,17.0,6.0,,5.9,12.4,0.0,936.9(27),5.0,1019.5,6.0,56.0,371.0,1.0,29/17.2(04),0.0,,,,,
1981-3,3129,11.2(28),14.0,64.0,,3.0,958.5(09),946.9,5.7,24.2(25),12.0,0.0,0.0,0.0,1.0,17.0,4.0,-1.0(18),90.0,0.0,1.0,20.8,,0.0,12.0,2.0,11.6,,11.4,17.0,0.0,933.1(28),4.0,1014.5,5.1,43.0,1210.0,0.0,23/14.4(21),0.0,,,,,
1981-4,3129,13.0(12),12.0,67.0,,2.0,954.3(09),945.3,5.7,21.4(07),11.0,0.0,0.0,2.0,2.0,16.0,13.0,0.8(21),93.0,0.0,2.0,66.3,,2.0,12.0,0.0,7.5,,11.1,16.4,0.0,936.0(23),10.0,1012.8,5.3,40.0,850.0,6.0,25/19.4(12),0.0,,,,,
1981-5,3129,14.5(08),5.0,55.0,0.0,0.0,955.9(22),945.9,8.5,29.8(30),14.8,0.0,0.0,1.0,2.0,25.0,7.0,4.4(02),98.0,0.0,0.0,46.7,8.0,1.0,15.0,0.0,12.3,0.0,14.7,20.8,0.0,933.3(09),7.0,1012.4,9.1,63.0,1847.0,3.0,29/16.7(04),0.0,,,,,
1981-6,3129,5.2(26),0.0,40.0,,0.0,955.6(13),948.1,14.0,39.2(13),19.4,17.0,0.0,11.0,0.0,19.0,1.0,5.6(04),118.0,0.0,0.0,5.2,,2.0,12.0,0.0,20.4,,22.3,30.6,0.0,937.5(26),1.0,1012.8,10.9,73.0,2758.0,3.0,07/17.8(18),0.0,,,,,
1981-7,3129,26.7(02),1.0,37.0,,0.0,958.5(26),949.8,16.1,39.8(29),22.6,22.0,0.0,14.0,1.0,16.0,1.0,11.0(04),118.0,0.0,0.0,26.7,,2.0,13.0,0.0,23.6,,24.1,32.0,0.0,940.7(22),1.0,1014.4,11.4,77.0,3141.0,3.0,27/26.7(02),1.0,,,,,
1981-8,3129,4.4(04),2.0,43.0,,0.0,956.9(26),948.5,16.5,39.1(28),19.7,25.0,0.0,11.0,0.0,18.0,1.0,13.0(20),137.0,0.0,0.0,4.4,,1.0,8.0,0.0,26.6,,24.4,32.2,0.0,941.3(29),1.0,1012.9,10.2,75.0,2906.0,1.0,20/15.6(30),0.0,,,,,
1981-9,3129,8.9(22),1.0,49.0,0.0,0.0,955.5(14),948.9,13.5,34.8(06),18.6,13.0,0.0,5.0,0.0,24.0,6.0,5.6(29),123.0,0.0,0.0,24.4,6.0,2.0,12.0,0.0,18.2,0.0,20.8,28.1,0.0,935.5(25),5.0,1014.2,9.0,72.0,2326.0,3.0,34/17.8(27),0.0,,,,,
1981-10,3129,3.1(01),1.0,58.0,0.0,0.0,958.5(31),950.0,8.0,29.8(16),15.0,0.0,0.0,9.0,0.0,21.0,1.0,0.0(22),105.0,0.0,0.0,3.1,4.0,1.0,9.0,1.0,15.2,0.0,15.2,22.4,0.0,938.9(03),1.0,1016.9,7.2,65.0,1612.0,2.0,29/16.7(01),0.0,,,,,
1981-11,3129,4.1(20),2.0,65.0,0.0,0.0,963.3(27),956.5,2.8,24.6(04),10.4,0.0,0.0,16.0,0.0,12.0,1.0,-1.8(27),87.0,0.0,0.0,4.1,1.0,0.0,2.0,7.0,13.8,0.0,10.8,18.7,0.0,948.0(08),1.0,1025.1,6.1,61.0,777.0,0.0,02/13.9(29),0.0,,,,,
1981-12,3129,30.0(30),11.0,71.0,,2.0,961.1(04),943.3,3.4,18.0(13),12.4,0.0,0.0,8.0,5.0,12.0,11.0,-5.0(08),80.0,1.0,1.0,117.8,,0.0,20.0,11.0,2.6,,7.8,12.1,0.0,919.9(30),9.0,1011.7,3.4,36.0,720.0,8.0,20/25.8(30),2.0,,,,,
1981-13,3129,30.0(30/dic),56.0,57.0,,7.0,968.1(02/feb),949.2,7.5,39.8(29/jul),22.6,77.0,0.0,103.0,13.0,206.0,52.0,-7.8(01/feb),97.0,1.0,4.0,359.2,,11.0,11.0,64.0,2.6,,14.4,21.3,0.0,919.9(30/dic),45.0,1016.2,7.5,61.0,,33.0,27/26.7(02/jul),3.0,,,,,
1982-1,3129,5.7(16),13.0,79.0,0.0,11.0,962.5(21),951.6,3.4,15.2(26),7.4,0.0,0.0,3.0,0.0,15.0,7.0,-3.0(29),84.0,0.0,6.0,13.0,8.0,0.0,7.0,5.0,7.8,0.0,7.6,11.8,0.0,930.8(11),4.0,1020.7,3.4,35.0,427.0,1.0,36/19.4(27),0.0,,,,,
1982-2,3129,18.7(15),9.0,70.0,0.0,2.0,962.1(05),949.5,2.4,19.2(27),7.8,0.0,0.0,3.0,1.0,16.0,6.0,-1.8(01),78.0,0.0,1.0,33.6,7.0,0.0,6.0,8.0,7.0,0.0,7.5,12.6,0.0,932.7(15),5.0,1018.3,4.6,43.0,542.0,1.0,27/16.7(22),0.0,,,,,
1982-3,3129,9.4(31),3.0,57.0,0.0,0.0,965.9(05),951.0,3.0,21.2(12),8.5,0.0,0.0,6.0,0.0,22.0,4.0,-1.6(06),71.0,0.0,0.0,14.5,4.0,0.0,11.0,4.0,5.8,1.0,9.6,16.2,0.0,932.0(31),3.0,1019.4,8.0,67.0,1397.0,1.0,02/15.6(24),0.0,,,,,
1982-4,3129,11.9(04),5.0,57.0,,0.0,955.9(07),945.7,6.1,24.7(10),11.5,0.0,0.0,10.0,1.0,15.0,5.0,1.6(15),88.0,0.0,0.0,29.8,,1.0,12.0,0.0,10.2,,12.5,18.8,0.0,933.6(12),4.0,1012.9,6.7,50.0,1310.0,2.0,05/16.7(25),0.0,,,,,
1982-5,3129,21.6(28),2.0,53.0,,0.0,957.5(21),949.2,10.0,31.6(22),14.8,3.0,0.0,5.0,2.0,24.0,8.0,0.9(08),114.0,0.0,0.0,47.3,,6.0,13.0,0.0,16.6,,17.0,24.0,0.0,940.0(04),6.0,1015.3,7.4,52.0,1831.0,1.0,02/16.7(27),0.0,,,,,
1982-6,3129,20.0(08),1.0,51.0,1.0,2.0,954.3(30),948.6,14.3,36.4(30),17.6,12.0,0.0,7.0,2.0,22.0,4.0,8.5(04),137.0,0.0,0.0,41.3,3.0,3.0,11.0,0.0,20.8,0.0,21.3,28.3,0.0,941.1(24),3.0,1013.6,8.5,56.0,2161.0,2.0,36/20.0(08),0.0,,,,,
1982-7,3129,12.2(03),3.0,40.0,0.0,0.0,955.1(01),947.5,16.1,39.2(07),20.6,25.0,0.0,14.0,1.0,14.0,2.0,11.2(31),127.0,0.0,0.0,12.7,3.0,4.0,13.0,0.0,23.6,0.0,24.3,32.5,0.0,940.4(02),1.0,1011.7,9.8,67.0,3294.0,2.0,23/16.7(02),0.0,,,,,
1982-8,3129,6.6(27),2.0,45.0,0.0,0.0,959.2(09),948.6,16.0,36.8(19),20.2,22.0,0.0,17.0,0.0,12.0,4.0,12.9(02),136.0,0.0,0.0,15.3,5.0,1.0,9.0,0.0,23.4,0.0,23.8,31.6,0.0,942.1(01),4.0,1013.1,9.0,65.0,2725.0,1.0,29/16.7(20),0.0,,,,,
1982-9,3129,12.1(25),3.0,58.0,,1.0,957.1(12),950.1,12.9,32.2(09),16.8,7.0,0.0,9.0,1.0,18.0,5.0,6.6(27),136.0,0.0,2.0,23.9,,3.0,9.0,0.0,17.0,,19.7,26.5,0.0,938.5(25),5.0,1015.7,7.0,55.0,1827.0,0.0,07/14.4(02),0.0,,,,,
1982-10,3129,6.3(18),6.0,64.0,0.0,0.0,960.3(25),948.7,7.9,25.8(02),14.5,0.0,0.0,4.0,0.0,21.0,5.0,1.8(25),105.0,0.0,0.0,15.8,8.0,0.0,10.0,0.0,14.4,0.0,13.8,19.8,0.0,933.3(22),4.0,1015.9,6.6,59.0,1174.0,2.0,25/21.1(13),0.0,,,,,
1982-11,3129,40.6(06),5.0,75.0,0.0,3.0,958.9(01),950.1,4.2,21.9(01),10.0,0.0,0.0,5.0,2.0,20.0,6.0,-0.6(18),90.0,1.0,0.0,71.5,8.0,1.0,8.0,2.0,5.2,0.0,9.1,14.1,0.0,916.0(07),6.0,1018.6,4.7,47.0,523.0,1.0,25/19.4(07),0.0,,,,,
1982-12,3129,0.4(08),7.0,72.0,0.0,4.0,968.1(05),953.9,1.4,15.8(10),9.2,0.0,0.0,6.0,0.0,18.0,3.0,-3.3(30),71.0,0.0,2.0,1.0,5.0,0.0,11.0,16.0,7.6,0.0,6.2,11.0,0.0,937.7(21),0.0,1023.5,4.0,43.0,637.0,4.0,29/21.1(17),0.0,,,,,
1982-13,3129,40.6(06/nov),59.0,60.0,,23.0,968.1(05/dic),949.5,8.1,39.2(07/jul),20.6,69.0,0.0,89.0,10.0,217.0,59.0,-3.3(30/dic),103.0,1.0,11.0,319.7,,19.0,10.0,35.0,5.2,,14.4,20.6,0.0,916.0(07/nov),45.0,1016.6,6.6,53.0,17848.0,18.0,25/21.1(13/oct),0.0,,,,,
1983-1,3129,0.0(--),1.0,65.0,0.0,2.0,971.1(26),963.1,-3.4,19.6(30),0.0,0.0,0.0,19.0,0.0,11.0,0.0,-6.7(21),57.0,0.0,1.0,0.0,0.0,0.0,3.0,31.0,7.6,0.0,4.8,12.9,0.0,954.4(19),0.0,1033.8,6.3,65.0,183.0,0.0,05/11.7(20),0.0,,,,,
1983-2,3129,4.3(25),5.0,68.0,,3.0,964.7(03),949.3,-1.1,17.2(23),10.6,0.0,0.0,7.0,0.0,16.0,3.0,-10.0(13),67.0,0.0,1.0,5.9,,0.0,9.0,17.0,3.2,,4.9,11.0,0.0,932.9(12),2.0,1018.8,4.4,42.0,,2.0,27/16.1(05),0.0,,,,,
